date,python,C,C++,fortran,matlab,R
2008-08-01,3.223207091055,2.229384904646,4.405049691108999,0.026860059092000003,0.05372011818400001,0.0
2008-09-01,3.883705793013,2.299848123237,5.445866782382,0.021696680407,0.079554494828,0.043393360815
2008-10-01,3.52875798833,2.104751319811,5.619616560154999,0.020839121978,0.145873853848,0.0
2008-11-01,3.605615826419,2.0660497766429997,5.85513720485,0.031908104657999994,0.087747287811,0.007977026164000001
2008-12-01,3.681959238446,1.585171517235,5.292292208336,0.033548603539,0.109032961502,0.008387150884
2009-01-01,4.022182559918,2.033401325854,5.424528301886,0.019122896481,0.121111677715,0.05099439061700001
2009-02-01,3.6161894906280003,1.9087041508559999,4.846498792687,0.028745544440000003,0.155225939979,0.051741979993
2009-03-01,3.7752631318870002,2.124820872658,5.193457528289,0.039531551118999995,0.11365320946699999,0.019765775559
2009-04-01,3.637484586929,2.167314806032,4.832590344304,0.037939865313,0.151759461253,0.05690979797
2009-05-01,3.911424652165,1.8812463256899998,4.761904761904,0.054869684498999996,0.164609053497,0.007838526357000001
2009-06-01,3.7236893828390003,1.786799128042,4.466997820105,0.06432476860900001,0.15366472501099998,0.01786799128
2009-07-01,3.617764471057,1.681012974051,4.568987025948,0.043662674650000004,0.121631736526,0.159056886227
2009-08-01,3.507363611102,1.6363580227849999,4.322455154527001,0.040137083577,0.104973910895,0.14511099447300002
2009-09-01,3.5644351976499995,1.75009178803,4.470077101945,0.018357606167999998,0.156039652429,0.422224941867
2009-10-01,3.9460886480469997,2.15367514242,4.682506599972,0.041684035014,0.194525496734,0.202862303737
2009-11-01,4.07874015748,2.517060367454,4.590551181102,0.020997375328,0.307086614173,0.246719160104
2009-12-01,4.247527399091,2.2721197540760003,4.418604651162,0.034750066827,0.26998128842499997,0.213846565089
2010-01-01,4.365773769462001,2.198591106923,4.482433705747,0.024678063445000002,0.206398348813,0.210885269439
2010-02-01,4.1892591176,2.326366233941,5.12070555943,0.029248318221,0.24973564020000003,0.274484217157
2010-03-01,3.999614123094,2.1493343623379997,4.698051321628,0.036658306,0.235384912213,0.26818444916
2010-04-01,3.647636685723,2.377405588211,5.0104678315480005,0.026169578870999997,0.37241323777999996,0.322087124567
2010-05-01,3.893283697843,2.289824724678,4.692104854971,0.034899953466,0.399410578563,0.26950519621499996
2010-06-01,3.986771004644,2.08736197206,5.105452442484,0.025301357237,0.26385701118599997,0.318074205266
2010-07-01,4.28938001821,2.1306183262969998,4.443340783047,0.038076318185,0.249979306348,0.387385150235
2010-08-01,3.9388381139110002,2.158375762942,4.168116125359,0.036368236298,0.221371873122,0.44748742924
2010-09-01,3.694747404958,2.2619223872739997,4.495879188669,0.032900689269,0.271430686472,0.388228133379
2010-10-01,4.214045767817,2.272619742299,4.625672244389,0.037850710488999996,0.255492295803,0.33750216853000004
2010-11-01,3.7655150490550002,2.4202754056669997,4.876674324851,0.028898810813,0.225410724348,0.349675610848
2010-12-01,3.5899216060629997,2.121843269981,4.535855824582001,0.039052330122,0.258902484885,0.322543319158
2011-01-01,3.6505621085980002,1.8347124066290001,4.389980131284,0.040240436608,0.222579914992,0.314378411005
2011-02-01,3.65106888649,1.982563144939,4.173689507572,0.036377305411000004,0.349222131952,0.390449744752
2011-03-01,3.7323319354930002,2.100744075782,4.162640821571,0.033866903069999996,0.42831671530800003,0.42034803223300005
2011-04-01,3.5089193789000004,2.141071165927,4.373542327653,0.057781606538,0.40026894711399996,0.5000735402259999
2011-05-01,3.514565632912,1.8233310316529998,3.883835199695,0.032023377065,0.303221351586,0.426311207181
2011-06-01,3.512664640324,1.7852077001009998,3.86018237082,0.034447821681,0.31610942249199997,0.449848024316
2011-07-01,3.652735812367,1.652356877175,3.8392118147999996,0.020941155353,0.28320419620799997,0.45272783478399997
2011-08-01,3.5815894882639996,1.7070340283749998,3.699509602066,0.036499082843,0.238647849361,0.5493579904910001
2011-09-01,3.458207590755,1.882452398037,3.8779502403439996,0.040303158390999995,0.26147902761200004,0.601598364281
2011-10-01,3.584495204192,2.114110550776,4.306338376347,0.041530703055,0.396519331553,0.614061109463
2011-11-01,3.568240998886,2.022432623917,4.124916038682,0.032204341144999996,0.397493582134,0.55851528786
2011-12-01,3.499193088586,1.9375537538290002,4.215266570674,0.055082575545,0.374948058097,0.593345638329
