"Дата","Регион","Заражений","Выздоровлений","Смертей","Смертей за день","Заражений за день","Выздоровлений за день"
04.01.2021,Карачаево-Черкессия,15476,13912,41,0,86,82
21.04.2021,Татарстан,20133,17234,449,3,35,33
24.07.2021,Пензенская обл.,54581,46079,1457,16,235,33
27.09.2021,Астраханская обл.,58917,45300,1648,6,166,163
14.10.2020,Липецкая обл.,6793,5785,54,1,58,43
30.09.2020,Московская обл.,73602,56252,1338,7,222,175
18.09.2021,Башкортостан,62563,54834,1390,17,318,197
13.06.2021,Саха (Якутия),39768,36113,715,4,93,125
01.11.2021,Новгородская обл.,50641,45322,515,11,284,103
22.03.2021,Магаданская обл.,8234,7993,99,0,3,5
11.08.2020,Архангельская обл.,9414,8516,220,1,48,15
09.05.2020,Чечня,733,404,8,0,28,35
08.11.2020,Калининградская обл.,7797,5166,100,0,128,13
03.05.2020,Удмуртия,271,56,9,0,27,11
03.04.2020,Вологодская обл.,12,0,0,0,0,0
28.04.2020,Саха (Якутия),166,18,1,0,7,0
25.08.2021,Рязанская обл.,38213,34861,913,7,120,99
27.01.2021,Забайкальский край,33383,31222,458,2,211,376
05.02.2021,Мордовия,16402,13950,141,0,70,91
24.05.2021,ХМАО – Югра,57143,55863,797,1,48,15
13.11.2020,Санкт-Петербург,77908,46783,4446,61,1756,912
19.05.2021,Кемеровская обл.,36292,35031,700,0,60,62
04.04.2021,Оренбургская обл.,40347,36853,748,4,84,49
21.02.2021,Красноярский край,61395,56665,2707,12,175,172
24.01.2021,Тверская обл.,27662,23547,502,0,211,326
01.03.2021,Нижегородская обл.,96955,89263,2473,13,386,423
26.05.2021,Карачаево-Черкессия,20381,20030,123,3,12,22
23.11.2020,Свердловская обл.,43612,35792,961,10,389,394
21.07.2020,Пермский край,5142,4051,109,1,73,95
25.05.2021,Еврейская АО,4487,4311,142,0,1,1
11.06.2020,ХМАО – Югра,4007,1559,24,1,186,91
14.03.2020,Дагестан,0,0,0,0,0,0
11.05.2021,Краснодарский край,46549,41111,2798,12,91,135
30.04.2020,Ямало-Ненецкий АО,463,105,1,0,54,4
08.04.2020,Ставропольский край,39,5,0,0,0,3
07.08.2020,Хакасия,2984,2667,33,0,19,32
26.05.2020,Бурятия,1254,598,7,0,45,29
08.04.2020,Адыгея,13,0,0,0,0,0
18.11.2021,Сахалинская обл.,36623,35380,410,4,93,73
30.03.2021,Калининградская обл.,30213,27852,334,0,41,53
19.08.2021,Ульяновская обл.,70871,64860,2181,15,290,180
03.09.2021,Ленинградская обл.,63674,50143,2416,3,180,78
18.06.2020,Еврейская АО,386,297,5,0,4,8
05.10.2021,Курганская обл.,34060,30792,723,6,145,139
17.03.2020,Магаданская обл.,0,0,0,0,0,0
10.01.2021,Орловская обл.,23101,20472,290,2,175,118
10.07.2021,Чувашия,27886,25468,1604,6,59,43
07.08.2021,Смоленская обл.,42481,35198,1361,7,101,115
20.12.2020,Марий Эл,8617,7654,111,0,52,40
14.12.2020,Воронежская обл.,39618,37993,837,9,381,379
18.02.2021,Мурманская обл.,45780,43512,904,5,130,152
10.11.2020,Москва,481068,346889,7429,68,5902,3663
02.09.2021,Новосибирская обл.,58838,47940,2679,12,166,110
04.02.2021,Владимирская обл.,24092,21249,704,5,149,160
22.05.2020,Калужская обл.,2998,775,21,0,127,53
17.10.2020,Карелия,5076,3437,38,0,95,49
17.11.2020,Тульская обл.,14606,12279,454,1,138,135
30.03.2020,Амурская обл.,1,0,0,0,0,0
18.09.2020,Ярославская обл.,7997,7566,45,0,47,90
17.10.2021,Приморский край,72639,64850,1212,6,229,208
11.11.2020,Камчатский край,6420,4097,70,0,60,45
11.08.2020,Ингушетия,3904,3312,75,1,19,36
08.10.2020,Чукотский АО,204,185,2,0,2,0
07.03.2021,Вологодская обл.,40276,37215,828,3,130,131
29.01.2021,Удмуртия,25278,21613,493,6,163,171
25.11.2020,Северная Осетия,8977,6909,76,0,76,108
20.05.2021,Калужская обл.,35128,33440,329,2,51,70
06.03.2021,Амурская обл.,21230,19751,188,3,32,57
10.12.2020,Алтайский край,28356,26241,658,11,224,185
07.08.2020,Брянская обл.,7565,6217,35,0,19,27
11.01.2021,Саратовская обл.,38189,32705,444,2,251,173
08.05.2020,Мордовия,1055,160,8,2,37,15
05.10.2020,Севастополь,1135,702,29,0,28,19
31.10.2021,Курская обл.,66199,57108,1609,6,357,177
22.08.2020,Псковская обл.,4350,3167,61,0,36,36
31.05.2020,Самарская обл.,2612,1025,20,0,85,77
03.04.2021,Кировская обл.,40015,36450,327,1,86,110
11.06.2020,Кемеровская обл.,868,351,7,0,34,12
01.10.2020,Ивановская обл.,8764,6991,134,0,56,21
04.11.2021,Иркутская обл.,123705,106265,5487,28,505,155
05.08.2020,Калмыкия,2788,2072,40,0,63,8
10.12.2020,Дагестан,20218,17834,1023,5,149,70
01.09.2021,Томская обл.,40914,34901,544,3,115,49
20.08.2020,Тамбовская обл.,6499,5435,44,0,22,21
22.01.2021,Бурятия,29069,26517,645,2,151,167
06.07.2020,Челябинская обл.,7989,4150,88,0,128,28
03.11.2020,Адыгея,5960,4744,53,2,61,64
11.05.2021,Самарская обл.,62773,59931,1647,15,96,93
24.11.2020,Волгоградская обл.,25717,24256,284,4,233,285
22.10.2021,Кабардино-Балкария,34001,31630,887,7,118,89
16.06.2020,Тыва,2651,409,2,0,85,16
19.09.2021,Хабаровский край,80865,74765,757,5,291,296
08.08.2021,Ненецкий АО,1672,1590,17,0,14,0
29.11.2020,Костромская обл.,11262,7899,182,1,137,92
03.06.2020,Краснодарский край,4068,2917,38,2,81,75
22.09.2021,Омская обл.,81541,65926,2128,4,376,332
12.10.2020,Сахалинская обл.,6263,4454,0,0,58,13
30.06.2021,Ямало-Ненецкий АО,40099,38716,431,1,71,29
06.03.2021,Вологодская обл.,40146,37084,825,2,137,142
06.09.2021,Алтай,20864,19564,321,2,32,29
08.01.2021,Орловская обл.,22754,20229,286,2,173,118
10.11.2020,Камчатский край,6360,4052,70,0,59,39
16.10.2021,Приморский край,72410,64642,1206,4,230,236
20.05.2020,Калужская обл.,2750,664,20,1,118,51
12.01.2021,Саратовская обл.,38443,32936,449,5,254,231
11.11.2020,Тульская обл.,13797,11666,445,3,132,94
24.03.2020,Амурская обл.,0,0,0,0,0,0
12.05.2021,Крым,41679,38457,1269,6,98,192
24.11.2020,Северная Осетия,8901,6801,76,3,75,96
05.02.2021,Владимирская обл.,24239,21406,709,5,147,157
15.12.2020,Воронежская обл.,40003,38375,845,8,385,382
19.02.2021,Мурманская обл.,45901,43678,909,5,121,166
06.07.2020,Татарстан,4787,3772,13,0,38,8
13.10.2020,Чечня,2503,2039,42,0,5,4
03.09.2021,Новосибирская обл.,59008,48049,2688,9,170,109
08.08.2021,Смоленская обл.,42585,35360,1367,6,104,162
07.09.2021,Коми,64959,57796,1531,9,216,50
02.10.2020,Чукотский АО,196,182,2,0,2,0
18.03.2020,Магаданская обл.,0,0,0,0,0,0
17.09.2020,Ярославская обл.,7950,7476,45,0,46,57
14.05.2021,Калужская обл.,34813,33046,322,0,53,62
04.03.2021,Амурская обл.,21164,19634,183,2,37,57
04.12.2020,Алтайский край,27025,24755,606,21,225,160
13.08.2020,Брянская обл.,7739,6310,35,0,32,17
05.07.2020,Челябинская обл.,7861,4122,88,0,131,137
21.08.2020,Тамбовская обл.,6521,5512,44,0,22,77
25.11.2020,Чечня,3854,2429,61,2,91,27
27.05.2021,Коми,44013,42632,966,4,33,28
03.10.2020,Севастополь,1084,679,29,0,26,9
02.11.2021,Курская обл.,66903,57469,1620,6,351,182
09.04.2021,Кировская обл.,40513,37080,331,1,82,111
28.08.2020,Псковская обл.,4557,3255,62,0,30,14
29.05.2020,Самарская обл.,2485,892,20,2,48,63
01.07.2021,Ямало-Ненецкий АО,40175,38747,431,0,76,31
11.10.2020,Сахалинская обл.,6205,4441,0,0,61,2
29.10.2021,Иркутская обл.,120776,105418,5331,26,463,194
28.11.2020,Костромская обл.,11125,7807,181,3,140,174
04.06.2020,Краснодарский край,4148,3006,40,2,80,89
23.10.2021,Кабардино-Балкария,34120,31717,894,7,119,87
20.03.2021,Хакасия,21657,20924,491,3,15,28
18.09.2021,Хабаровский край,80574,74469,752,4,294,297
25.11.2020,Волгоградская обл.,25954,24524,289,5,237,268
28.05.2021,Алтай,17005,16626,245,1,18,12
26.08.2021,Томская обл.,40266,34596,538,3,105,52
05.05.2021,Самарская обл.,62198,59381,1557,15,95,128
14.09.2021,Мордовия,26984,23344,518,2,68,52
02.08.2021,Ненецкий АО,1602,1487,11,0,12,8
02.10.2020,Ивановская обл.,8822,7026,136,2,58,35
20.09.2021,Омская обл.,80790,65296,2117,15,376,261
21.08.2021,Крым,67800,57409,2054,16,359,465
12.06.2020,Кемеровская обл.,929,373,7,0,61,22
27.10.2021,Тюменская обл.,69435,57936,2300,16,331,118
28.01.2021,Забайкальский край,33588,31549,460,2,205,327
12.10.2020,Липецкая обл.,6679,5656,52,1,54,4
29.11.2020,Калининградская обл.,11281,8019,111,1,187,160
17.12.2020,Тыва,13882,12702,150,10,75,71
24.03.2021,Ингушетия,15047,13299,180,0,10,3
24.09.2021,Башкортостан,64551,56168,1496,19,355,278
02.04.2020,Вологодская обл.,12,0,0,0,3,0
07.06.2021,Саха (Якутия),39176,34905,696,3,100,38
13.09.2021,Удмуртия,49290,40648,1748,14,226,116
01.08.2020,Ростовская обл.,13074,10515,230,5,133,133
01.06.2021,Карелия,47317,45588,551,2,58,67
15.07.2021,Белгородская обл.,42365,40035,812,5,128,111
23.03.2021,Магаданская обл.,8236,7998,99,0,2,5
10.08.2020,Архангельская обл.,9366,8501,219,0,63,10
02.11.2021,Новгородская обл.,50923,45423,522,7,282,101
08.02.2021,Карачаево-Черкессия,18073,16414,60,0,60,54
29.09.2020,Московская обл.,73380,56077,1331,7,209,194
27.11.2020,Чувашия,12195,11164,265,6,126,191
04.08.2021,Марий Эл,16323,14810,391,1,61,34
26.09.2021,Астраханская обл.,58751,45137,1642,6,163,135
26.04.2020,Саха (Якутия),152,18,0,0,11,0
28.08.2021,Москва,1563508,1441166,27299,55,1498,2040
25.07.2021,Пензенская обл.,54811,46116,1476,19,230,37
31.08.2021,Рязанская обл.,38911,35353,945,6,115,82
26.05.2021,ХМАО – Югра,57237,55977,797,0,50,52
01.05.2020,Ямало-Ненецкий АО,514,116,1,0,51,11
12.05.2021,Краснодарский край,46643,41230,2810,12,94,119
20.04.2021,Калининградская обл.,31213,29241,375,0,57,78
26.01.2021,Тверская обл.,28076,24054,505,3,206,255
21.07.2021,Дагестан,39694,35526,1634,3,198,148
04.10.2021,Курганская обл.,33915,30653,717,0,140,138
02.09.2021,Ленинградская обл.,63494,50065,2413,2,199,82
20.08.2021,Ульяновская обл.,71161,65042,2197,16,290,182
07.11.2021,Бурятия,64302,56626,2021,4,206,250
23.05.2021,Еврейская АО,4486,4309,142,0,0,1
19.08.2021,Адыгея,17386,15724,311,1,59,37
17.11.2021,Сахалинская обл.,36530,35307,406,2,88,101
27.07.2020,Пермский край,5578,4143,139,2,76,13
28.02.2021,Нижегородская обл.,96569,88840,2460,16,387,437
17.06.2020,ХМАО – Югра,5210,2462,30,1,237,220
20.05.2021,Кемеровская обл.,36350,35097,703,3,58,66
03.04.2021,Оренбургская обл.,40263,36804,744,4,83,57
20.02.2021,Красноярский край,61220,56493,2695,11,180,180
12.11.2020,Санкт-Петербург,76152,45871,4385,68,1667,839
14.03.2021,Калмыкия,19503,18618,306,1,32,49
30.06.2021,Карачаево-Черкессия,20894,20367,180,2,22,4
22.11.2020,Свердловская обл.,43223,35398,951,8,385,387
21.09.2020,Тыва,7395,6622,71,0,38,6
12.06.2020,Еврейская АО,367,275,4,0,4,12
08.10.2020,Мордовия,6777,5642,43,1,49,41
04.08.2021,Ненецкий АО,1620,1589,15,3,8,46
18.09.2021,Омская обл.,80042,64760,2089,7,373,299
02.05.2021,Тыва,15817,15463,202,0,2,17
22.08.2020,Краснодарский край,10422,8758,157,3,88,95
19.04.2020,Сахалинская обл.,19,8,0,0,0,2
07.05.2021,Самарская обл.,62391,59582,1585,17,96,92
28.01.2021,Курганская обл.,14950,13160,204,0,98,97
21.11.2021,Ямало-Ненецкий АО,57230,52000,828,2,141,49
16.03.2020,Челябинская обл.,0,0,0,0,0,0
27.12.2020,Ленинградская обл.,22912,20715,227,0,229,213
28.08.2021,Томская обл.,40484,34698,538,0,108,53
08.12.2020,Ульяновская обл.,29733,26391,395,0,280,288
28.07.2020,Оренбургская обл.,6594,4931,44,3,109,133
29.10.2021,Красноярский край,129886,114497,6502,27,661,555
30.08.2020,Кемеровская обл.,6345,4374,44,0,96,1
10.05.2020,Ивановская обл.,758,177,10,0,79,13
06.11.2021,Нижегородская обл.,196011,173993,7955,39,795,358
31.10.2021,Иркутская обл.,121744,105774,5386,28,490,154
21.12.2020,Хакасия,15843,12809,207,7,178,172
29.07.2021,Санкт-Петербург,524895,499725,19104,64,1925,1987
26.08.2020,Псковская обл.,4499,3214,61,0,41,21
27.05.2020,Самарская обл.,2340,761,17,0,135,92
07.04.2021,Кировская обл.,40351,36861,330,0,83,106
01.10.2020,Севастополь,1033,650,28,1,20,18
04.11.2021,Курская обл.,67614,57841,1631,7,357,187
04.08.2021,Свердловская обл.,109498,101668,4446,23,511,467
02.03.2021,Амурская обл.,21089,19521,178,0,36,54
06.12.2020,Алтайский край,27471,25174,621,9,222,181
11.08.2020,Брянская обл.,7677,6270,35,0,27,0
16.05.2021,Калужская обл.,34918,33176,322,0,52,66
04.09.2021,Татарстан,25661,22454,692,4,51,51
04.10.2021,Забайкальский край,69692,60449,1181,4,195,73
17.04.2020,Карелия,9,0,0,0,1,0
04.10.2020,Чукотский АО,200,182,2,0,1,0
13.11.2020,Тульская обл.,14061,11857,449,0,131,99
26.03.2020,Амурская обл.,0,0,0,0,0,0
15.04.2021,Ростовская обл.,84435,75696,3852,28,240,202
02.10.2021,Тыва,26749,22559,282,0,55,110
25.10.2020,Белгородская обл.,10947,9537,61,0,101,28
18.05.2020,Калужская обл.,2518,511,19,0,109,22
29.05.2020,Ярославская обл.,2976,698,14,1,84,45
07.06.2021,Московская обл.,276584,227420,6216,8,787,636
22.04.2021,Архангельская обл.,61404,57548,913,1,72,117
07.07.2020,Магаданская обл.,947,534,4,0,12,8
16.02.2021,Новгородская обл.,26076,22508,113,0,111,109
16.11.2020,Пензенская обл.,17926,13300,218,2,160,29
06.01.2021,Орловская обл.,22409,19992,282,2,175,105
20.01.2021,Астраханская обл.,22514,14282,464,1,186,88
14.06.2020,Еврейская АО,374,278,4,0,3,2
27.04.2021,Тамбовская обл.,31374,28783,467,2,53,25
12.01.2021,Крым,27967,22222,605,8,184,347
29.07.2021,Ставропольский край,63970,56376,1869,7,313,118
25.03.2021,Челябинская обл.,54592,49421,1184,7,136,187
14.08.2021,Костромская обл.,29082,23966,646,2,133,127
23.10.2020,Ямало-Ненецкий АО,19110,14006,119,5,174,54
27.06.2021,Сахалинская обл.,24329,23354,62,0,73,48
01.08.2021,Волгоградская обл.,71565,63752,1831,13,317,274
03.12.2020,Калмыкия,11942,9932,151,3,98,43
15.06.2020,ХМАО – Югра,4753,2076,27,0,184,130
